	eng	ukr	ces	fra	ita	deu	lat	pol	rus	nob
dh	9.583235726302788e-05	0.0	0.00011212647866793743	6.162119769200605e-05	3.853762556842998e-05	0.00014263762910326317	2.915026963999417e-05	4.018291261823822e-05	0.0	0.00017950456739399258
ir	0.0017090103711906639	0.0021908127208480565	0.0017753359122423427	0.003635650663828357	0.00215168409423734	0.001705168020643555	0.0012826118641597435	0.0015189140969694046	0.003122926181832377	0.0015955961546132674
rc	0.0014321613390974723	0.00017667844522968197	0.0009904505615667806	0.001467704890482326	0.0014323150836266475	0.0009076940033844019	0.001719865908759656	0.0011572678834052609	0.00025373775227388064	0.00011966971159599506
ai	0.0013203569222906063	0.000989399293286219	0.0005793201397843434	0.003915747016973839	0.0009313259512370578	0.0010503316324876652	0.0003789535053199242	0.0006107802717972209	0.0008588047000039037	0.0008177430292392996
e-	0.00012245245650275785	0.0	3.7375492889312474e-05	0.00023528093664220491	6.422937594738329e-05	5.8351757360425836e-05	0.0	3.214633009459058e-05	5.855486590935707e-05	0.00015955961546132674
-d	5.324019847945993e-05	7.06713780918728e-05	1.8687746444656237e-05	3.9213489440367486e-05	0.0	2.5934114382411484e-05	0.0	2.4109747570942933e-05	7.807315454580943e-05	0.0
-c	9.583235726302788e-05	3.53356890459364e-05	1.8687746444656237e-05	0.00024088286370511455	5.1383500757906636e-05	9.07694003384402e-05	0.0	7.23292427128288e-05	3.9036577272904714e-05	3.9889903865331685e-05
dm	0.00011712843665481184	0.00010600706713780919	0.00015884584477957804	8.963083300655426e-05	3.853762556842998e-05	7.780234314723445e-05	0.00014575134819997084	0.0001285853203783623	0.00012686887613694032	0.0001396146635286609
tt	0.0010594799497412525	0.00019434628975265018	0.00019622133766889052	0.0012100162455884824	0.004855740821622177	0.0017440691922171723	0.000524704853519895	0.0002893169708513152	0.00033181090681969007	0.0038493757230045078
ds	8.51843175671359e-05	0.00030035335689045935	0.00034572330922614044	7.842697888073497e-05	4.4960563163168304e-05	0.0001750552720812775	2.915026963999417e-05	9.643899028377173e-05	0.0003513291954561424	0.00045873389445131435
fl	0.0006069382626658432	0.00040636042402826853	0.00048588140756106223	0.0005489888521651448	0.0004752973820106364	0.0007196716741119187	0.0002623524267599475	0.000586670524226278	0.0004098840613654995	0.0007778531253739678
fo	0.0011020721085248206	0.002243816254416961	0.0021490908411354675	0.0011035796313931992	0.002588443850679547	0.0011864857329953254	0.0009328086284798135	0.002009145630911911	0.00199086544091814	0.0030914675495632054
dv	9.050833741508189e-05	0.00030035335689045935	0.0003363794360038123	5.0417343566186766e-05	1.2845875189476659e-05	9.725292893404306e-05	0.00023320215711995337	1.607316504729529e-05	0.0003610883397743686	0.00021939447125932427
ng	0.0027897864003237002	0.0008303886925795053	0.0014389564762385303	0.0020839168674023864	0.0019461500912057138	0.00341033604128711	0.001690715639119662	0.0017680481552024817	0.0016004996681890933	0.005305357214089114
g 	0.001623826053623528	0.0011484098939929328	0.001102577040234718	0.0006106100498571509	0.0004367597564422064	0.002295169122843416	0.0	0.001647499417347767	0.0017664051215989381	0.00556464158921377
dy	0.0004951338458589774	0.0010070671378091872	0.0006914466184522809	0.00036412525908912665	8.349818873159828e-05	0.00039549524433177513	0.00014575134819997084	0.0018725237280099011	0.00024397860795565446	0.0005983485579799752
eo	0.00150137359712077	0.0015371024734982333	0.0014669880959055147	0.0012660355162175789	0.0016635408370372273	0.0013485739478853972	0.001865617256959627	0.0013421092814491565	0.0013077253386423078	0.0013762016833539432
py	0.0006335583619055732	0.0002826855123674912	0.00048588140756106223	0.0003697271861520363	0.00014130462708424326	0.00042142935871418663	0.00023320215711995337	0.00020895114561483874	7.807315454580943e-05	0.00017950456739399258
gy	0.0014800775177289862	0.0	0.00026162845022518734	0.0002072713013276567	5.1383500757906636e-05	0.00025285761522851196	0.0002623524267599475	9.643899028377173e-05	9.759144318226178e-06	0.0002792293270573218
ye	0.0002502289328534617	0.0	0.00015884584477957804	0.0002464847907680242	5.780643835264496e-05	0.0001556046862944689	2.915026963999417e-05	4.018291261823822e-05	0.00011710973181871414	0.00017950456739399258
af	0.0005749941435781673	0.001978798586572438	0.0018313991515763114	0.0004649599462215002	0.0015736197107108908	0.0012707716047381627	0.0002623524267599475	0.0019528895532463775	0.0018835148534176523	0.0022338346164585744
ff	0.0006548544412973571	5.3003533568904595e-05	0.00010278260544560932	0.0005545907792280545	0.0007900213241528145	0.0007974740172591531	0.00032065296603993586	0.00015269506794930523	0.0001756645977280712	0.001017192548565958
fe	0.0013576250612262282	0.0011130742049469964	0.0013455177440152492	0.0013668702033499524	0.001888343652853069	0.00200989386463689	0.0018073167176796386	0.00139836535911469	0.001317484482960534	0.0019745502413339184
np	3.7268138935621955e-05	1.76678445229682e-05	9.343873222328119e-06	1.6805781188728924e-05	1.2845875189476659e-05	0.00010373645752964594	2.915026963999417e-05	3.214633009459058e-05	3.9036577272904714e-05	0.0001396146635286609
ix	0.00020231275422194774	0.00021201413427561838	0.00010278260544560932	0.0003025040613971206	0.00014772756467898158	0.00018802232927248326	0.0007870572802798426	8.036582523647644e-05	0.0003220517625014639	3.9889903865331685e-05
fr	0.0006974466000809251	0.0006183745583038869	0.0007194782381192651	0.0007674640076186208	0.0008092901369370295	0.0008234081316415646	0.0006704562017198659	0.0008036582523647645	0.0007807315454580943	0.0009773026447006262
fg	4.791617863151394e-05	5.3003533568904595e-05	7.475098577862495e-05	3.361156237745785e-05	2.5691750378953318e-05	4.53847001692201e-05	2.915026963999417e-05	4.821949514188587e-05	5.855486590935707e-05	3.9889903865331685e-05
gh	0.00043124560768362545	0.0	0.00023359683055820297	0.00024088286370511455	0.0004303368188474681	0.00023989055803730623	5.830053927998834e-05	0.00020091456309119111	0.0	0.0002792293270573218
ax	0.0004525416870754094	0.00033568904593639576	0.00043916204144942163	0.0003977368214665845	0.00017984225265267321	0.000401978772927378	0.000524704853519895	9.643899028377173e-05	0.00039036577272904714	0.00011966971159599506
xt	0.00026620099239729966	7.06713780918728e-05	0.00022425295733587486	0.0002464847907680242	1.2845875189476659e-05	0.00023340702944170334	0.0002623524267599475	0.0	0.00010735058750048796	0.0
of	0.0004951338458589774	0.0012897526501766785	0.0014483003494608585	0.0003025040613971206	0.0013680857076792642	0.0005770340450086555	0.00014575134819997084	0.0014787311843511665	0.0011808564625053674	0.0016354860584785991
f 	0.0005004578657069234	0.0007243816254416961	0.000541944646895031	0.0010979777043302896	0.00014772756467898158	0.0005446164020306411	0.0	0.0007634753397465262	0.0006538626693211539	0.0007977980773066337
pp	0.0006175863023617352	8.833922261484099e-05	0.00013081422511259367	0.0006050081227942412	0.0007771754489633378	0.0006678034453470957	0.00032065296603993586	0.00019287798056754347	0.0003610883397743686	0.0011966971159599504
o-	0.00011180441680686585	0.00021201413427561838	9.343873222328119e-06	0.0003305136967116688	5.1383500757906636e-05	0.00011670351472085167	5.830053927998834e-05	2.4109747570942933e-05	0.00021470117500097593	0.0
-a	5.324019847945993e-05	1.76678445229682e-05	1.8687746444656237e-05	8.402890594364461e-05	2.5691750378953318e-05	0.00011021998612524881	0.0	2.4109747570942933e-05	0.00010735058750048796	0.0
n-	2.1296079391783973e-05	5.3003533568904595e-05	1.8687746444656237e-05	5.0417343566186766e-05	1.926881278421499e-05	9.725292893404306e-05	0.0	8.036582523647644e-06	8.78322988640356e-05	0.0
ik	0.00033541325042059757	0.005706713780918728	0.005204537384836763	0.00017365973895019888	0.00012203581430002826	0.003812314814214488	5.830053927998834e-05	0.002997645281320571	0.0060311511886637775	0.005425026925685109
aa	3.194411908767596e-05	1.76678445229682e-05	0.0	1.1203854125819282e-05	6.4229375947383296e-06	0.00024637408663290907	0.0	2.4109747570942933e-05	1.9518288636452357e-05	1.9944951932665843e-05
 b	0.0050365227761569095	0.005812720848056537	0.005223225131281419	0.004660803316340821	0.004605246255427382	0.005549900477836057	0.0028858766943594227	0.005488985863651341	0.005972596322754421	0.006881008416769715
oe	0.0006867985603850332	0.00021201413427561838	0.0005326007736727028	0.0003977368214665845	0.0005202579451738047	0.0003371434869713493	0.0007579070106398484	0.0004259388737533251	0.00034157005113791625	0.0002792293270573218
-s	9.583235726302788e-05	0.00012367491166077738	0.0	0.00012884432244692173	3.853762556842998e-05	7.780234314723445e-05	5.830053927998834e-05	5.625607766553351e-05	8.78322988640356e-05	3.9889903865331685e-05
ft	0.00011180441680686585	0.00017667844522968197	0.00016818971800190615	6.72231247549157e-05	0.00012203581430002826	0.00030472584399333496	0.0	0.0001446584854256576	0.00015614630909161886	0.00041884399058598267
rw	5.324019847945993e-05	0.0	4.6719366111640595e-05	2.2407708251638565e-05	2.5691750378953318e-05	0.00011670351472085167	0.0	0.00041790229122967747	0.0	7.977980773066337e-05
wo	0.0002502289328534617	0.0	0.00011212647866793743	0.00011203854125819282	8.349818873159828e-05	0.00027879172961092346	2.915026963999417e-05	0.0014546214367802237	9.759144318226178e-06	0.00015955961546132674
rl	0.00029282109163702964	0.00040636042402826853	0.00017753359122423427	0.00029690213433421095	0.00024407162860005653	0.00039549524433177513	0.00017490161783996502	0.00030539013589861045	0.0003708474840925948	0.0005584586541146436
lv	0.0002449049130055157	5.3003533568904595e-05	0.0002709723234475155	0.00018486359307601815	0.0002826092541684865	0.00022692350084610048	0.0002623524267599475	4.821949514188587e-05	9.759144318226178e-05	0.0006781283657106386
r-	2.6620099239729965e-05	3.53356890459364e-05	0.0	3.361156237745785e-05	2.5691750378953318e-05	6.483528595602871e-05	0.0	1.607316504729529e-05	3.9036577272904714e-05	1.9944951932665843e-05
ov	0.0007347147390165471	0.003480565371024735	0.0050176599203902005	0.0005601927062909641	0.0008414048249107211	0.0006289022737734785	0.0005830053927998834	0.00010447557280741937	0.0039036577272904714	0.0009174677889026287
gg	0.00026620099239729966	0.0	5.6063239333968715e-05	8.402890594364461e-05	0.0006166020090948796	0.00021395644365489473	8.745080891998251e-05	8.036582523647644e-05	0.00011710973181871414	0.0006980733176433045
gl	0.0009104073939987648	0.00040636042402826853	0.0007942292238978902	0.0009243179653800908	0.0014708527091950774	0.0009660457607448277	0.0007579070106398484	0.0010206459805032508	0.0008002498340945466	0.0008177430292392996
ex	0.0013523010413782823	0.00012367491166077738	0.0011212647866793743	0.0013668702033499524	0.00022480281581584152	0.0011605516186129138	0.0018364669873196327	0.0001285853203783623	0.00038060662841082096	0.0002393394231919901
xa	0.00021828481376578573	0.00042402826855123676	0.00028031619666984357	0.00025208671783093385	0.00013488168948950493	0.00023989055803730623	0.00014575134819997084	4.018291261823822e-05	0.0006343443806847015	7.977980773066337e-05
ck	0.000782630917648061	0.0002826855123674912	0.0050363476668348565	0.00035852333202621704	0.0002376486910053182	0.0008169246030459617	2.915026963999417e-05	0.00041790229122967747	0.0003708474840925948	0.00041884399058598267
k 	0.0010967480886768747	0.004169611307420495	0.0033357627403711385	0.00042014452971822307	0.0003339927549263931	0.0019385750500852583	5.830053927998834e-05	0.003945962019110993	0.004225709489791935	0.009334237504487614
gn	0.000771982877952169	0.00040636042402826853	0.0004952252807833903	0.000997143017197916	0.0011175911414844693	0.0007196716741119187	0.0014866637516397026	0.0006670363494627545	0.0005367529375024398	0.0009773026447006262
go	0.0016664182124070958	0.001696113074204947	0.0012801106314589523	0.0015741415046776092	0.0024150245356216117	0.0015819809773271005	0.0012534615945197494	0.0017921579027734245	0.0026740055431939726	0.0015955961546132674
ib	0.0009849436718700087	0.0010070671378091872	0.0009250434490104838	0.0010363565066382836	0.0012717416437581892	0.0009919798751272392	0.001370062673079726	0.0007393655921755833	0.0008685638443221298	0.0008177430292392996
yr	0.000761334838256277	0.00040636042402826853	0.0009156995757881557	0.0007170466640524341	0.0002633404413842715	0.0007326387313031244	0.0007579070106398484	0.0006268534368445162	9.759144318226178e-05	0.0009972475966332922
ii	0.00012777647635070383	0.01765017667844523	0.00010278260544560932	0.00015685395776146994	0.00016699637746319656	0.00018802232927248326	0.00023320215711995337	0.00013662190290200996	0.004557520396611625	7.977980773066337e-05
ua	0.0011553123070042804	0.0006890459363957598	0.0006540711255629683	0.0008907064030026329	0.001149705829458161	0.0007845069600679474	0.0012534615945197494	0.0006750729319864021	0.0007807315454580943	0.0005385137021819777
lp	0.0003194411908767596	3.53356890459364e-05	0.00013081422511259367	0.0002464847907680242	0.00021195694062636487	0.0003436270155669522	0.0006121556624398776	0.00020091456309119111	9.759144318226178e-05	0.00035900913478798517
ki	0.0006601784611453031	0.002879858657243816	0.0006727588720076246	0.0004761638003473195	0.0003275698173316548	0.0009271445891712105	0.00017490161783996502	0.0029012062910367996	0.005582230550025374	0.0018748254816705892
rf	0.0002342568733096237	0.00044169611307420494	0.00036441105567079667	0.00016805781188728922	0.00035968450530534643	0.00025285761522851196	0.0002040518874799592	0.0003937925436587346	0.0003220517625014639	0.0005385137021819777
zo	0.0005270779649466533	0.0012367491166077739	0.0019902449963558892	0.0005826004145426027	0.0007193690106106929	0.0007067046169207129	0.0002915026963999417	0.002258279689144988	0.001268688761369403	0.0002991742789899876
ak	0.0003833294290521115	0.0041872791519434625	0.0030834781633682796	0.0002744944260825724	0.0001926881278421499	0.002217366779696182	2.915026963999417e-05	0.0034235841550738963	0.0039036577272904714	0.004108660098129164
kk	3.194411908767596e-05	0.00012367491166077738	2.8031619666984358e-05	1.1203854125819282e-05	1.2845875189476659e-05	0.00025934114382411485	0.0	5.625607766553351e-05	0.00038060662841082096	0.0037097610594758468
ku	0.00011180441680686585	0.0019964664310954065	0.001952869503466577	0.00011203854125819282	0.0001091899391105516	0.0015884645059227034	2.915026963999417e-05	0.0015189140969694046	0.002078697739782176	0.0018548805297379234
 y	0.00035138530996443553	1.76678445229682e-05	0.00011212647866793743	0.00024088286370511455	0.00024407162860005653	0.00019450585786808612	8.745080891998251e-05	0.00015269506794930523	0.0	0.00019944951932665843
sk	0.00036735736950827355	0.0034452296819787987	0.0034946085851507167	0.00016805781188728922	0.0001091899391105516	0.0012383539617601483	0.00023320215711995337	0.002893169708513152	0.006519108404575087	0.008995173321632294
zz	0.00010648039695891986	3.53356890459364e-05	5.6063239333968715e-05	8.402890594364461e-05	0.0012588957685687127	0.00011021998612524881	0.0	8.036582523647644e-05	2.9277432954678535e-05	5.983485579799753e-05
ug	0.0005962902229699513	0.00019434628975265018	0.0002990039431144998	0.0005041734356618677	0.0005202579451738047	0.0005186822876482297	0.00046640431423990674	0.0002973535533749628	0.0005269937931842136	0.0005983485579799752
oh	0.00021296079391783972	0.0012190812720848058	0.0005980078862289996	0.00010643661419528318	6.422937594738329e-05	0.0005057152304570239	8.745080891998251e-05	0.00017680481552024817	0.0	0.0001396146635286609
ey	0.00026620099239729966	0.00026501766784452294	4.6719366111640595e-05	0.00018486359307601815	0.00012845875189476658	0.00016208821489007178	0.0	8.036582523647644e-05	0.0	0.00017950456739399258
lf	0.00018101667483016377	0.0001413427561837456	0.00021490908411354675	0.00016245588482437958	0.0002633404413842715	0.00029824231539773207	8.745080891998251e-05	0.0002973535533749628	0.00014638716477339268	0.0004786788463839802
eb	0.0005536980641863832	0.0004946996466431095	0.0006821027452299527	0.0004145426026553134	0.0004560285692264214	0.0006678034453470957	0.0006704562017198659	0.000498268116466154	0.0006148260920482492	0.0009374127408352946
ky	0.00012245245650275785	0.0009010600706713781	0.006045485974846294	6.72231247549157e-05	3.2114687973691644e-05	9.725292893404306e-05	0.0	5.625607766553351e-05	0.0	0.0003390641828553193
rg	0.0010594799497412525	0.0006537102473498233	0.0009997944347891088	0.001153996974959386	0.0010148241399686561	0.0013161563049073827	0.0007287567409998542	0.0010929752232160797	0.0010051918647772963	0.0013762016833539432
yp	0.0011127201482207126	0.00019434628975265018	0.001083889293790062	0.0009747353089462775	0.00021195694062636487	0.001063298689678871	0.0009619588981198076	0.0007152558446046403	2.9277432954678535e-05	0.0008975228369699629
uv	0.0002236088336137317	0.0010954063604240282	0.00021490908411354675	0.0004537560920956809	0.00012203581430002826	0.00016857174348567465	0.0002915026963999417	2.4109747570942933e-05	0.00014638716477339268	0.00011966971159599506
mn	0.00029814511148497564	0.0005830388692579506	0.00046719366111640595	0.00025208671783093385	0.0001734193150579349	0.00022692350084610048	0.0004955545838799009	0.00043397545627697277	0.0005953078034117968	0.00021939447125932427
ms	7.98602977191899e-05	0.00012367491166077738	0.00015884584477957804	8.402890594364461e-05	4.4960563163168304e-05	0.00011670351472085167	5.830053927998834e-05	0.00013662190290200996	9.759144318226178e-05	0.00035900913478798517
ln	4.259215878356795e-05	0.0002826855123674912	0.0018874623909102802	1.1203854125819282e-05	1.926881278421499e-05	0.00013615410050766028	0.00011660107855997668	0.001695718912489653	0.001698091111371355	5.983485579799753e-05
a-	5.856421832740592e-05	5.3003533568904595e-05	7.475098577862495e-05	0.00010643661419528318	7.065231354212163e-05	0.00014912115769886603	0.0	8.036582523647644e-05	0.00011710973181871414	0.0
-l	4.791617863151394e-05	7.06713780918728e-05	2.8031619666984358e-05	9.52327600694639e-05	3.2114687973691644e-05	2.5934114382411484e-05	0.0	2.4109747570942933e-05	8.78322988640356e-05	3.9889903865331685e-05
bc	4.791617863151394e-05	0.0	9.343873222328119e-06	4.481541650327713e-05	3.2114687973691644e-05	1.9450585786808612e-05	2.915026963999417e-05	3.214633009459058e-05	0.0	3.9889903865331685e-05
ud	0.0005483740443384373	0.0008657243816254417	0.0007194782381192651	0.0006722312475491569	0.0006358708218790946	0.0007067046169207129	0.0008745080891998251	0.0007474021746992309	0.0008880821329585822	0.0005784036060473095
lr	3.7268138935621955e-05	0.0	9.343873222328119e-06	5.601927062909641e-06	1.926881278421499e-05	3.8901171573617224e-05	2.915026963999417e-05	1.607316504729529e-05	0.0	0.00011966971159599506
ls	0.0003034691313329216	0.00021201413427561838	0.00035506718244846853	0.00022407708251638564	0.0002376486910053182	0.000401978772927378	0.00011660107855997668	0.00032146330094590575	0.0002830151852285592	0.001156807212094619
ox	0.0005856421832740593	0.0001413427561837456	0.0006447272523406402	0.0005321830709764159	0.0002376486910053182	0.0007196716741119187	0.00046640431423990674	0.0001285853203783623	0.000273256040910333	1.9944951932665843e-05
xi	0.0005962902229699513	0.0002826855123674912	0.0007288221113415933	0.0006106100498571509	0.0001926881278421499	0.000752089317089933	0.0005830053927998834	8.036582523647644e-05	0.0006928992465940586	0.0001396146635286609
lz	1.597205954383798e-05	1.76678445229682e-05	0.00011212647866793743	5.601927062909641e-06	5.1383500757906636e-05	0.00012967057191205742	2.915026963999417e-05	4.018291261823822e-05	3.9036577272904714e-05	0.0
zh	2.6620099239729965e-05	0.0019257950530035335	1.8687746444656237e-05	1.1203854125819282e-05	1.2845875189476659e-05	6.483528595602871e-06	2.915026963999417e-05	1.607316504729529e-05	0.0008685638443221298	1.9944951932665843e-05
r'	5.324019847945993e-05	0.00010600706713780919	0.0	5.601927062909641e-06	0.0	0.0	0.0	0.0	8.78322988640356e-05	0.0
's	6.388823817535191e-05	0.00024734982332155476	0.0	1.1203854125819282e-05	0.0	0.0	0.0	0.0	0.00025373775227388064	0.0
xp	0.0002395808931575697	1.76678445229682e-05	0.00015884584477957804	0.000218475155453476	6.4229375947383296e-06	0.00016208821489007178	5.830053927998834e-05	8.036582523647644e-06	9.759144318226178e-06	1.9944951932665843e-05
yg	0.00019698873437400176	1.76678445229682e-05	0.0002896600698921717	0.00022967900957929528	9.634406392107495e-05	0.00027879172961092346	0.00034980323567993004	0.00038575596113508693	6.831401022758325e-05	0.00035900913478798517
rh	0.0004898098260110314	0.00019434628975265018	0.00022425295733587486	0.00045935801915859056	0.00021195694062636487	0.0005835175736042584	0.0004955545838799009	0.00022502431066213403	0.0	0.00035900913478798517
oo	0.0009317034733905487	0.00026501766784452294	0.00034572330922614044	0.0004425522379698616	0.0003917991932790381	0.0005381328734350382	8.745080891998251e-05	0.0003937925436587346	0.000273256040910333	0.00045873389445131435
tb	6.388823817535191e-05	0.0001413427561837456	9.343873222328119e-05	5.0417343566186766e-05	3.853762556842998e-05	9.725292893404306e-05	0.0	6.429266018918116e-05	0.00014638716477339268	0.0002991742789899876
nk	0.0003407372702685436	0.0015547703180212014	0.001410924856571546	0.0001232423953840121	0.00010276700151581327	0.0009595622321492249	5.830053927998834e-05	0.000996536232932308	0.0017859234102353906	0.0014559814910846064
nh	0.00012777647635070383	0.00024734982332155476	6.540711255629684e-05	8.402890594364461e-05	2.5691750378953318e-05	0.0001815388006768804	0.00014575134819997084	6.429266018918116e-05	0.0	0.0001396146635286609
 w	0.0008891113146069808	5.3003533568904595e-05	0.00028031619666984357	0.0003417175508374881	0.00025691750378953316	0.0010179139895096507	2.915026963999417e-05	0.0024109747570942933	3.9036577272904714e-05	0.00043878894251864854
wa	0.0004844858061630854	0.0	0.00019622133766889052	0.0002632905719567531	0.00022480281581584152	0.0008169246030459617	2.915026963999417e-05	0.004556742290908214	0.0	0.0002991742789899876
if	0.0010381838703494687	0.0007597173144876325	0.0007942292238978902	0.0018318301495714527	0.0013102792693266193	0.0010503316324876652	0.0008162075499198368	0.0004902315339425062	0.0007416949681851896	0.0007977980773066337
hl	0.0002395808931575697	0.00024734982332155476	0.00043916204144942163	0.000218475155453476	7.707525113685995e-05	0.0006418693309646843	0.00032065296603993586	0.0002893169708513152	7.807315454580943e-05	0.0
-h	3.7268138935621955e-05	0.0	3.7375492889312474e-05	1.6805781188728924e-05	1.926881278421499e-05	2.5934114382411484e-05	2.915026963999417e-05	1.607316504729529e-05	0.0	1.9944951932665843e-05
xu	0.00012245245650275785	0.00017667844522968197	0.00013081422511259367	0.00014004817657274103	1.2845875189476659e-05	0.00014263762910326317	0.00032065296603993586	8.036582523647644e-06	8.78322988640356e-05	0.0
gd	3.194411908767596e-05	1.76678445229682e-05	3.7375492889312474e-05	3.9213489440367486e-05	3.2114687973691644e-05	3.8901171573617224e-05	0.00014575134819997084	7.23292427128288e-05	9.759144318226178e-06	3.9889903865331685e-05
yz	8.51843175671359e-05	0.0006183745583038869	0.0008783240828988433	3.9213489440367486e-05	5.780643835264496e-05	0.00013615410050766028	8.745080891998251e-05	0.0016716091649187099	4.879572159113089e-05	0.0
aw	0.00012245245650275785	0.0	4.6719366111640595e-05	6.162119769200605e-05	2.5691750378953318e-05	0.00014263762910326317	2.915026963999417e-05	0.0011813776309762037	0.0	5.983485579799753e-05
wl	5.856421832740592e-05	0.0	9.343873222328119e-06	1.6805781188728924e-05	6.4229375947383296e-06	6.483528595602871e-06	0.0	4.018291261823822e-05	0.0	0.0
nv	0.0002449049130055157	0.00017667844522968197	0.00019622133766889052	0.00025768864489384346	0.00029545512935796317	0.0001556046862944689	0.00017490161783996502	0.0	0.0001854237420462974	0.0003191192309226535
xo	0.0002449049130055157	0.00044169611307420494	0.00030834781633682794	0.00023528093664220491	0.0001734193150579349	0.00028527525820652635	0.00023320215711995337	0.00013662190290200996	0.0007026583909122848	7.977980773066337e-05
xy	0.00026620099239729966	7.06713780918728e-05	0.00019622133766889052	0.000218475155453476	7.707525113685995e-05	0.00023340702944170334	0.00011660107855997668	6.429266018918116e-05	0.0	1.9944951932665843e-05
fu	0.00043656962753157145	0.00038869257950530035	0.00035506718244846853	0.0003025040613971206	0.00044960563163168305	0.0005964846307954641	0.0006413059320798717	0.0005063046989898015	0.000497716360229535	0.0006182935099126411
cd	4.791617863151394e-05	3.53356890459364e-05	1.8687746444656237e-05	2.8009635314548205e-05	1.926881278421499e-05	1.9450585786808612e-05	0.0	5.625607766553351e-05	3.9036577272904714e-05	5.983485579799753e-05
-n	3.194411908767596e-05	3.53356890459364e-05	0.0	4.481541650327713e-05	3.2114687973691644e-05	6.483528595602871e-06	0.0	0.0	4.879572159113089e-05	3.9889903865331685e-05
-f	5.324019847945993e-06	0.0	9.343873222328119e-06	3.9213489440367486e-05	0.0	1.9450585786808612e-05	0.0	1.607316504729529e-05	4.879572159113089e-05	0.0
gs	4.259215878356795e-05	3.53356890459364e-05	6.540711255629684e-05	6.72231247549157e-05	3.2114687973691644e-05	7.780234314723445e-05	2.915026963999417e-05	2.4109747570942933e-05	2.9277432954678535e-05	0.00019944951932665843
xe	0.0002289328534616777	8.833922261484099e-05	0.0002709723234475155	0.00039213489440367486	0.0001926881278421499	0.00023989055803730623	0.00023320215711995337	4.018291261823822e-05	0.0001854237420462974	7.977980773066337e-05
ih	8.51843175671359e-05	0.00033568904593639576	0.0002709723234475155	0.00011203854125819282	7.065231354212163e-05	0.00016857174348567465	0.0	0.0001446584854256576	0.0	9.972475966332921e-05
oy	0.00019698873437400176	0.00047703180212014135	3.7375492889312474e-05	0.00019606744720183743	6.422937594738329e-05	0.00012318704331645453	2.915026963999417e-05	7.23292427128288e-05	0.0	0.0004786788463839802
nw	1.597205954383798e-05	0.0	0.0	1.1203854125819282e-05	6.4229375947383296e-06	8.428587174283732e-05	0.0	0.00016073165047295288	0.0	0.0
wf	1.0648039695891987e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fn	1.0648039695891987e-05	0.00010600706713780919	6.540711255629684e-05	5.601927062909641e-06	1.2845875189476659e-05	6.483528595602871e-06	2.915026963999417e-05	2.4109747570942933e-05	4.879572159113089e-05	3.9889903865331685e-05
wn	5.856421832740592e-05	0.0	9.343873222328119e-06	1.6805781188728924e-05	1.2845875189476659e-05	4.53847001692201e-05	0.0	0.0005545241941316874	0.0	1.9944951932665843e-05
sw	0.00011180441680686585	0.0	0.0	3.361156237745785e-05	1.926881278421499e-05	2.5934114382411484e-05	2.915026963999417e-05	0.00018484139804389582	0.0	1.9944951932665843e-05
we	0.00036203334966032754	0.0	8.409485900095308e-05	0.00011764046832110246	0.0001091899391105516	0.0006418693309646843	0.0	0.0009724264853613649	9.759144318226178e-06	0.00011966971159599506
iq	0.00014374853589454182	0.0	9.343873222328119e-06	0.004341493473754972	0.00012203581430002826	9.07694003384402e-05	0.00017490161783996502	8.036582523647644e-06	0.0	0.0
ef	0.0005856421832740593	0.0006183745583038869	0.0008409485900095307	0.0005713965604167833	0.0007771754489633378	0.0006678034453470957	0.0003789535053199242	0.0008036582523647645	0.0006538626693211539	0.0007379632215086362
rz	3.7268138935621955e-05	0.00017667844522968197	0.00041113042178243727	2.2407708251638565e-05	0.00016057343986845824	0.0002917587868021292	0.0	0.0018162676503443676	0.00023421946363742828	3.9889903865331685e-05
i-	5.856421832740592e-05	8.833922261484099e-05	1.8687746444656237e-05	0.00010643661419528318	1.926881278421499e-05	5.186822876482297e-05	0.0	4.018291261823822e-05	0.0001366280204551665	3.9889903865331685e-05
rk	0.00033541325042059757	0.0016784452296819787	0.0009717628151221245	0.0001232423953840121	9.634406392107495e-05	0.0007845069600679474	5.830053927998834e-05	0.0009000972426485361	0.0012979661943240816	0.0016953209142765966
ao	0.0001543965755904338	0.0002826855123674912	0.00021490908411354675	0.000218475155453476	0.00017984225265267321	0.0003825281871405694	0.0002040518874799592	0.00021698772813848638	0.00024397860795565446	0.0002792293270573218
 u	0.0009955917115659007	0.0010424028268551236	0.0011399525331240307	0.0008178813511848076	0.0011818205174318527	0.0010762657468700765	0.0016615653694796676	0.0009643899028377173	0.0013467619159152125	0.0014360365391519407
uf	0.00017569265498221777	8.833922261484099e-05	0.00015884584477957804	0.0002688924990196628	0.00024407162860005653	0.0003630776013537608	0.00014575134819997084	0.00017680481552024817	0.00015614630909161886	0.000378954086720651
gm	0.00021828481376578573	0.0001590106007067138	0.00020556521089121863	0.0002072713013276567	0.00016699637746319656	0.0001815388006768804	0.0002040518874799592	0.00026520722328037227	0.0001854237420462974	0.0001396146635286609
tl	0.00027152501224524567	0.00017667844522968197	0.0002522845770028592	8.963083300655426e-05	0.0001091899391105516	0.00026582467241971773	2.915026963999417e-05	0.00022502431066213403	0.00025373775227388064	0.0004986237983166461
