	eng	ukr	ces	fra	ita	deu	lat	pol	rus	nob
oc	0.003258300146942948	0.00047703180212014135	0.002046308235689858	0.0030530502492857542	0.0033591963620481463	0.0015754974487314976	0.0026526745372394693	0.0020493285435301493	0.0010344692977319748	0.0005584586541146436
ch	0.005425176225056967	0.005017667844522968	0.0050270037936125285	0.005249005657946334	0.003526192739511343	0.013051343062948579	0.004285089637079143	0.004950534834566949	0.0021665300386462115	0.0009174677889026287
ht	0.0003939774687480035	0.0002826855123674912	0.00013081422511259367	0.00022407708251638564	0.0001091899391105516	0.0006548363881558899	0.00014575134819997084	0.00016876823299660052	3.9036577272904714e-05	9.972475966332921e-05
th	0.004775645803607556	3.53356890459364e-05	0.0009904505615667806	0.004050193266483671	0.0009441718264265345	0.004441217087987967	0.0037603847835592477	0.000723292427128288	3.9036577272904714e-05	0.0006182935099126411
ho	0.0040196349851992245	0.0021554770318021202	0.0025228457700285922	0.0035964371743879894	0.0009827094519949645	0.00401978772927378	0.003585483165719283	0.002137730951290273	0.0002830151852285592	0.0013762016833539432
ul	0.0029867751346977023	0.002049469964664311	0.0025415335164732486	0.003137079155229399	0.0025691750378953318	0.0024831914521158995	0.004780644220959044	0.0025877795726145414	0.0021762891829644375	0.002533008895448562
bu	0.0010594799497412525	0.0010777385159010601	0.001167984152791015	0.000873900621813904	0.0010469388279423478	0.0012318704331645454	0.0013992129427197202	0.001245670291165385	0.0012491704727329508	0.0008775778850372971
ea	0.003183763869071704	0.0005653710247349824	0.0015978023210181085	0.0021623438462831214	0.002299411658916322	0.0021914326653137703	0.0019530680658796094	0.001334072698925509	0.00047819807159308274	0.0010570824524312897
rs	0.0009263794535426028	0.0009540636042402827	0.0007288221113415933	0.0008514929135622655	0.0008414048249107211	0.0010243975181052536	0.0008162075499198368	0.0008358045824593549	0.0010247101534137486	0.0015557062507479357
 k	0.0011499882871563345	0.011024734982332156	0.00934387322232812	0.0008290852053106268	0.0006744084474475246	0.0073782555417960674	0.00017490161783996502	0.009089374834245486	0.01056915329663895	0.010151980533726913
ka	0.000787954937496007	0.012561837455830388	0.010175477939115322	0.0004761638003473195	0.0003853762556842998	0.004739459403385699	0.00023320215711995337	0.009603716115758935	0.01251122301596596	0.005704256252742431
ro	0.008459867538386182	0.0096113074204947	0.00994188110855712	0.008341269396672455	0.010803381034349871	0.008661994203725435	0.006471359860078706	0.010624362096262186	0.010100714369364093	0.008137540388527664
ga	0.002443725110207211	0.0017314487632508833	0.00233596830558203	0.002448042126491513	0.002588443850679547	0.002457257337733488	0.0014283632123597144	0.002668145397851018	0.002898465862513175	0.002393394231919901
nn	0.0008837872947590349	0.0015724381625441695	0.0006166956326736559	0.0020110918155845613	0.0009377488888317961	0.001108683389848091	0.0004955545838799009	0.0005625607766553351	0.0013565210602334388	0.002313614424189238
nu	0.0028643226781949445	0.0008127208480565371	0.0008689802096765151	0.0011932104643997536	0.0013359710197055725	0.0011994527901865312	0.005684302579798863	0.0011010118057397272	0.0006538626693211539	0.0008177430292392996
lm	0.0003460612901164896	0.0001413427561837456	0.00036441105567079667	0.00028009635314548206	0.0004303368188474681	0.0003825281871405694	0.00023320215711995337	0.0003937925436587346	0.00025373775227388064	0.0005584586541146436
sc	0.002273356475072939	0.00033568904593639576	0.0007755414774532339	0.0020671110862136577	0.003018780669527015	0.007631113157024579	0.003060778312199388	0.0020814748736247396	0.0008392864113674513	0.0005584586541146436
ss	0.0027525182613880785	0.0001590106007067138	0.0002896600698921717	0.0025824883760013446	0.0036546514914061095	0.00280088435330044	0.0015741145605596852	0.0005223778640370968	0.0017859234102353906	0.00307152259763054
ci	0.0032689481866388396	0.0013074204946996466	0.0041673674571583415	0.003635650663828357	0.00495850782313799	0.0009854963465316363	0.0036729339746392653	0.0011411947183579654	0.005064995901159386	0.00043878894251864854
sa	0.0034606129011648954	0.0029328621908127207	0.0029339761918110293	0.0038653296734076524	0.0035390386147008198	0.003027807854146541	0.003585483165719283	0.002893169708513152	0.003405941367060936	0.0031513024053612033
ee	0.0009050833741508188	5.3003533568904595e-05	0.00010278260544560932	0.0013948798386645006	0.00023122575341057985	0.0005381328734350382	5.830053927998834e-05	0.00011251215533106702	3.9036577272904714e-05	0.0003390641828553193
ei	0.0006867985603850332	0.0010424028268551236	0.0006821027452299527	0.0009187160383171811	0.0006294478842843563	0.0022822020656522108	0.0006121556624398776	0.0005063046989898015	0.0009173595659132608	0.0014360365391519407
he	0.004413612453947229	0.0021908127208480565	0.0021023714750238267	0.00468321102459246	0.0016057343986845825	0.004908031146871373	0.0030024777729193994	0.0017519749901551865	0.0018542374204629738	0.002393394231919901
 z	0.00044189364737951746	0.003286219081272085	0.0026162845022518733	0.00043134838384404234	0.0005587955707422347	0.0014976951055842632	0.00032065296603993586	0.0017439384076315388	0.002586173244329937	0.00035900913478798517
ze	0.0009157314138467108	0.0010424028268551236	0.0019341817570219207	0.00038653296734076525	0.0003468386301158698	0.0019709926930632725	0.00011660107855997668	0.0023306089318578167	0.0013565210602334388	0.00011966971159599506
o 	0.0020018314628276936	0.003816254416961131	0.0026816916148081705	0.0015013164528597837	0.030598874701333403	0.0015236292199666747	0.009357236554438129	0.002997645281320571	0.0035816059647890072	0.0020942199529299134
c 	0.00426453989820474	0.0011130742049469964	0.0011960157724579992	0.0006050081227942412	0.0002633404413842715	0.00019450585786808612	0.00023320215711995337	0.003471803650215782	0.001698091111371355	0.0002393394231919901
rb	0.000750686798560385	0.0007950530035335689	0.0005606323933396871	0.0007170466640524341	0.0007193690106106929	0.0007909904886635503	0.0010785599766797843	0.0006911460970336974	0.0005855486590935707	0.0008376879811719653
rp	0.0008518431756713589	0.00030035335689045935	0.0004485059146717497	0.0008626967676880847	0.0007386378233949079	0.0008558257746195789	0.0009036583588398193	0.0005625607766553351	0.00034157005113791625	0.0002991742789899876
pt	0.0012511446642673083	0.0007243816254416961	0.0007194782381192651	0.001294045151532127	0.000545949695552758	0.0010697822182744736	0.0012826118641597435	0.0008036582523647645	0.0007416949681851896	0.0007778531253739678
co	0.006841365504610601	0.0002826855123674912	0.0007755414774532339	0.007388941795977816	0.011953086863808032	0.0018607727069380239	0.007258417140358548	0.0010929752232160797	0.0003610883397743686	0.0007379632215086362
im	0.002363864812488021	0.0026678445229681978	0.0022425295733587485	0.0025488768136238864	0.0035647303650797727	0.002197916193909373	0.00244862264975951	0.0018323408153916628	0.002742319553421556	0.0020942199529299134
mm	0.0010009157314138468	0.00012367491166077738	0.00012147035189026556	0.0014340933281048681	0.0015928885234951058	0.0014652774626062487	0.0006996064713598601	0.00026520722328037227	0.000985673576140844	0.001276476923690614
 s	0.009529995527823328	0.010689045936395759	0.010250228924893946	0.008313259761357907	0.008439739999486166	0.009174192962778062	0.008861681970558227	0.009659972193424468	0.011174220244368973	0.012684989429175475
sy	0.0012351726047234704	0.0010777385159010601	0.0013174861243482648	0.0009747353089462775	0.00012845875189476658	0.0010503316324876652	0.0008162075499198368	0.002306499184286874	0.00034157005113791625	0.0018349355778052574
yn	0.0007347147390165471	0.0014134275618374558	0.0009530750686774682	0.0006386196851716991	8.349818873159828e-05	0.0005964846307954641	0.0003789535053199242	0.0030378281939388093	0.00015614630909161886	0.0007379632215086362
op	0.004573333049385608	0.003286219081272085	0.0038123002747098727	0.0043582992549437	0.003494078051537651	0.004557920602708819	0.003089928581839382	0.004082583922013003	0.003025334738650115	0.002812238222505884
ps	0.0009476755329343868	0.0008127208480565371	0.001018482181233765	0.0009243179653800908	0.0007257919482054312	0.0009725292893404306	0.0009036583588398193	0.0010527923105978414	0.0007904906897763204	0.0011966971159599504
 p	0.01098877696616053	0.01088339222614841	0.010951019416568557	0.011136631001064367	0.010199624900444468	0.009984634037228421	0.011572657047077686	0.010793130329258787	0.01138892141936995	0.009374127408352946
pr	0.002885618757586728	0.0030918727915194345	0.003616078937040982	0.0030026329057195674	0.0030894329830691365	0.002710114952962	0.0028275761550794346	0.0031342671842225812	0.003776788851153531	0.003191192309226535
 g	0.005143003173115829	0.0038692579505300354	0.0028311935863654203	0.0034395832166265196	0.0038537625568429977	0.004013304200678177	0.0034980323567993005	0.003720937708448859	0.005835968302299255	0.004527504088715146
iz	0.001522669676512554	0.005318021201413428	0.002821849713143092	0.0003137079155229399	0.0017277702129846106	0.0009725292893404306	0.00034980323567993004	0.004066510756965708	0.0049576453136588984	9.972475966332921e-05
za	0.0009529995527823328	0.003303886925795053	0.00452243463960681	0.0002464847907680242	0.00234437222207949	0.00040846230152298085	0.00032065296603993586	0.005392546873367569	0.0032107584806964126	7.977980773066337e-05
rt	0.002252060395681155	0.0022791519434628973	0.0015978023210181085	0.0023304016581704107	0.002106723531074172	0.002444290280542282	0.001894767526599621	0.0017519749901551865	0.001981106296599914	0.002911962982169213
su	0.001618502033775582	0.001254416961130742	0.0009811066883444524	0.0014396952551677777	0.0013488168948950492	0.001205936318782134	0.003468882087159306	0.0011813776309762037	0.0012589296170511769	0.0013562567314212772
 r	0.003913154588240305	0.004081272084805653	0.003943114499822467	0.003954960506414206	0.003776687305706138	0.003468687798647536	0.0036729339746392653	0.004082583922013003	0.004157395479564352	0.004328054569388488
id	0.0034872330004046257	0.002773851590106007	0.0035039524583730447	0.0035460198308218025	0.0039886442463325025	0.0030861596115069664	0.002594373997959481	0.0020171822134355585	0.0021762891829644375	0.0023734492799872354
ry	0.002294652554464723	0.0021024734982332156	0.0012614228850142961	0.0007506582264298918	0.0003468386301158698	0.0007650563742811388	0.0007287567409998542	0.004838022679235882	0.000497716360229535	0.0008576329331046312
dl	0.00011180441680686585	7.06713780918728e-05	0.00037375492889312476	3.361156237745785e-05	4.4960563163168304e-05	9.725292893404306e-05	2.915026963999417e-05	0.00022502431066213403	9.759144318226178e-05	0.00017950456739399258
dn	0.00010648039695891986	0.0006183745583038869	0.0008783240828988433	4.481541650327713e-05	3.2114687973691644e-05	5.8351757360425836e-05	8.745080891998251e-05	0.00048219495141885865	0.0006733809579576063	0.00017950456739399258
lt	0.0009317034733905487	0.00033568904593639576	0.0007101343648969371	0.0007730659346815305	0.0010084012023739177	0.0008687928318107847	0.0009328086284798135	0.0007393655921755833	0.0006928992465940586	0.0010770274043639554
tm	0.00016504461528632578	0.00017667844522968197	0.0002522845770028592	0.00010083468713237353	0.00014772756467898158	0.0001556046862944689	0.0	0.00020895114561483874	0.00023421946363742828	0.0003191192309226535
il	0.0040622271439827926	0.003109540636042403	0.0031862607688138886	0.003954960506414206	0.0046823215065642425	0.003527039556007962	0.004081037749599184	0.0024672308347598267	0.002839910996603818	0.004168494953927161
l-	2.6620099239729965e-05	1.76678445229682e-05	1.8687746444656237e-05	6.162119769200605e-05	1.2845875189476659e-05	0.00011021998612524881	0.0	1.607316504729529e-05	4.879572159113089e-05	3.9889903865331685e-05
-t	4.259215878356795e-05	3.53356890459364e-05	9.343873222328119e-06	7.282505181782533e-05	4.4960563163168304e-05	5.186822876482297e-05	0.0	3.214633009459058e-05	6.831401022758325e-05	3.9889903865331685e-05
by	0.00021296079391783972	0.00021201413427561838	0.0003830988021154529	0.00014004817657274103	0.00012203581430002826	0.000200989386463689	8.745080891998251e-05	0.0001285853203783623	0.0001854237420462974	0.0004786788463839802
ys	0.0011819324062440106	0.0013604240282685512	0.0012053596456803274	0.0010811719231415607	0.0001926881278421499	0.001251321018951354	0.0008745080891998251	0.0019448529707227298	0.00030253347386501153	0.0018548805297379234
iu	0.00155461379560023	0.0021201413427561835	0.0014763319691278429	0.0011764046832110247	0.0009249030136423194	0.0017829703637907894	0.009182334936598164	0.0016876823299660053	0.0008978412772768084	0.002413339183852567
um	0.004040931064591009	0.0012014134275618374	0.003569359570929342	0.003153884936418128	0.002453562161190042	0.004791327632150522	0.018422970412476314	0.003656645048259678	0.0014443533590974744	0.0037496509633411783
ta	0.0063781757778393	0.00666077738515901	0.01028760441778326	0.006716710548428659	0.01280733756390823	0.007494959056516919	0.010610698148957877	0.010375228038029108	0.007270562517078503	0.00652199928198173
os	0.004328428136380093	0.0039045936395759717	0.005148474145502794	0.004128620245364405	0.005941217275132955	0.0051090205333350625	0.004547442063839091	0.004886242174377767	0.005728617714798766	0.004866568271570466
 f	0.003859914389760845	0.0033568904593639574	0.003354450486815795	0.0032491176964875917	0.004213447062148344	0.0035011054416255504	0.0047514939513190494	0.003568242640499554	0.003640160830698364	0.006123100243328413
fa	0.0014215132994015803	0.0014664310954063604	0.0014202687297938741	0.0010251526525124643	0.001811268401716209	0.0012707716047381627	0.0013409124034397318	0.0014144385241619854	0.0013857984931881172	0.0025130639435158963
rn	0.0010275358306535767	0.0014134275618374558	0.0015510829549064678	0.0009635314548204582	0.0009762865144002261	0.0011670351472085167	0.0008745080891998251	0.0012617434562126801	0.0014833899363703791	0.0019944951932665844
my	0.0010381838703494687	0.00026501766784452294	0.0012707667582366243	0.0007450562993669823	0.00044960563163168305	0.000953078703553622	0.0007579070106398484	0.0008518777475066502	0.0003513291954561424	0.00043878894251864854
ep	0.0019272951849564496	0.0013780918727915195	0.0014576442226831867	0.002089518794465296	0.0012139352054055443	0.0016208821489007176	0.0022737210319195454	0.0015108775144457571	0.001268688761369403	0.0017152658662092624
ph	0.005206891411291182	1.76678445229682e-05	0.0006166956326736559	0.004767239930536104	0.001034092952752871	0.005063635833165842	0.004722343681679056	0.000723292427128288	9.759144318226178e-06	0.0002393394231919901
hu	0.000771982877952169	0.0006360424028268552	0.000626039505895984	0.0006890370287378859	0.00035968450530534643	0.0008752763604063876	0.0011660107855997668	0.0005545241941316874	5.855486590935707e-05	0.000757908173441302
ae	0.0026140937453414826	0.00030035335689045935	0.0013455177440152492	0.0017814128060052658	0.0021324152814531255	0.002003410336041287	0.004110188019239178	0.0011572678834052609	0.000273256040910333	0.0017950456739399259
ru	0.0019166471452605575	0.0019081272084805654	0.0020089327428005456	0.00171418968125035	0.0019911106543688824	0.003099126668698172	0.005217898265558956	0.0019689627182936727	0.0017273685443260334	0.002273724520323906
cc	0.000766658858104223	5.3003533568904595e-05	9.343873222328119e-05	0.0007450562993669823	0.001811268401716209	0.0003112093725889378	0.0009328086284798135	0.00016876823299660052	3.9036577272904714e-05	9.972475966332921e-05
pe	0.004152735481397875	0.0030565371024734982	0.003064790416923623	0.0042798722760629656	0.0037317267425429693	0.0034362701556695215	0.003789535053199242	0.0029815721162732758	0.0028301518522855914	0.004746898559974471
ed	0.002092339800242775	0.0017314487632508833	0.0022985928126927173	0.0014565010363565066	0.0015864655859003673	0.0012253869045689425	0.0019530680658796094	0.0016555359998714147	0.002147011750009759	0.0020942199529299134
 h	0.004413612453947229	0.0024734982332155478	0.004400964287716544	0.003837320038093104	0.0009184800760475812	0.004220777115737469	0.004722343681679056	0.003608425553117792	1.9518288636452357e-05	0.005285412262156448
do	0.002113635879634559	0.0025618374558303886	0.00253218964325092	0.002106324575654025	0.00307658710787966	0.0020163773932324928	0.002769275615799446	0.002732438058040199	0.0025471366670570326	0.0021141649048625794
ip	0.0013948932001618501	0.001325088339222615	0.0009343873222328119	0.0012268220267772113	0.0019204583408267606	0.001251321018951354	0.0014575134819997085	0.0012295971261180895	0.0014345942147792482	0.0010770274043639554
pi	0.0026886300232127265	0.002773851590106007	0.0028405374595877483	0.0028905943644613745	0.0035968450530534644	0.0028268184676828517	0.0033231307389593352	0.003471803650215782	0.002595932388648163	0.0024532290877178984
cl	0.0015066976169687161	1.76678445229682e-05	0.00017753359122423427	0.001355666349224133	0.0014772756467898158	0.00027879172961092346	0.001195161055239761	0.0001285853203783623	3.9036577272904714e-05	1.9944951932665843e-05
am	0.004552036969993824	0.003816254416961131	0.004214086823269982	0.004296678057251695	0.004945661947948514	0.004681107646025273	0.0036729339746392653	0.004556742290908214	0.0038743802943357925	0.004347999521321154
dj	4.259215878356795e-05	0.00019434628975265018	1.8687746444656237e-05	7.842697888073497e-05	6.4229375947383296e-06	4.53847001692201e-05	2.915026963999417e-05	1.607316504729529e-05	0.00019518288636452357	0.00011966971159599506
mp	0.001496049577272824	0.0009010600706713781	0.0010091383080114368	0.0016133549941179765	0.001342393957300311	0.001303189247716177	0.001544964290919691	0.0010447557280741937	0.0010637467306866533	0.0012964218756232797
pa	0.003716165853866303	0.0039045936395759717	0.003887051260488498	0.0036412525908912667	0.003943683683169334	0.0035983583705595933	0.004081037749599184	0.0040986570870602985	0.003884139438654019	0.0032310822130918663
yi	0.00014374853589454182	0.0012720848056537103	2.8031619666984358e-05	5.601927062909641e-05	5.780643835264496e-05	7.780234314723445e-05	0.0	4.821949514188587e-05	0.0023226763477378304	7.977980773066337e-05
pl	0.001623826053623528	0.0017137809187279152	0.0017566481657976865	0.0015293260881743319	0.0011432828918634228	0.0013485739478853972	0.0011660107855997668	0.0015912433396822335	0.0015321856579615099	0.0012565319717579482
 t	0.005435824264752859	0.00627208480565371	0.005157818018725122	0.005422665396896532	0.005086966575032757	0.005089569947548254	0.00510129718699898	0.005778302834502656	0.005728617714798766	0.006741393753241055
eu	0.0015865579146879059	3.53356890459364e-05	0.0014763319691278429	0.004246260713685508	0.0013295480821108342	0.002139564436548947	0.0023320215711995335	0.0014305116892092806	0.00010735058750048796	0.0009773026447006262
ob	0.0012351726047234704	0.001890459363957597	0.002111715348246155	0.0012828412974063078	0.0013937774580582176	0.0014523104054150432	0.0010785599766797843	0.0020654017085774447	0.0018737557090994263	0.0012565319717579482
et	0.0057339693762378345	0.005971731448763251	0.0063258021715161365	0.006212537112766792	0.0068853891015594896	0.005549900477836057	0.004693193412039062	0.006059583222830324	0.006158020064800718	0.007618971638278352
cr	0.0019432672445002875	1.76678445229682e-05	0.00013081422511259367	0.001994286034395832	0.0023251034092952754	0.0003825281871405694	0.0019822183355196034	0.0002973535533749628	5.855486590935707e-05	9.972475966332921e-05
mu	0.001575909874992014	0.0012720848056537103	0.004681280484386388	0.0014621029634194164	0.0015093903347635075	0.003812314814214488	0.0037020842442792596	0.0013421092814491565	0.00120037475114182	0.0014559814910846064
ld	0.00033541325042059757	0.00010600706713780919	0.00021490908411354675	0.0001904655201389278	0.00026976337897900986	0.00040846230152298085	0.0	0.00017680481552024817	0.00024397860795565446	0.0006581834137779728
eh	0.00014907255574248782	0.00022968197879858656	0.00024294070378053111	0.00010083468713237353	2.5691750378953318e-05	0.00025285761522851196	2.915026963999417e-05	0.00010447557280741937	0.0	0.0002592843751246559
hy	0.0027631663010839703	0.00010600706713780919	0.001644521687129749	0.001955072544955465	0.0004945661947948514	0.0022886855942478132	0.001544964290919691	0.0008358045824593549	0.0	0.0010570824524312897
yd	0.00035670932981238154	0.00022968197879858656	0.00045784978789407786	0.0003809310402778556	5.780643835264496e-05	0.00038901171573617224	0.00032065296603993586	0.0009804630678850125	2.9277432954678535e-05	0.00039889903865331685
 e	0.004951338458589773	0.0032685512367491166	0.004699968230831044	0.005657946333538737	0.0054980345810960105	0.004570887659900024	0.004372540445999125	0.00433171798024608	0.0035523285318343287	0.004806733415772468
ke	0.0008997593543028728	0.0012367491166077739	0.0010558576741230776	0.0004481541650327713	0.00026976337897900986	0.0025350596808807226	8.745080891998251e-05	0.0005786339417026304	0.001102783307959558	0.004447724280984483
tu	0.0021296079391783973	0.0017844522968197879	0.0018500868980209676	0.002095120721528206	0.0021131464686689103	0.002197916193909373	0.00880338143127824	0.001993072465864616	0.0019030331420541047	0.002054330049064582
yl	0.0011712843665481185	0.00038869257950530035	0.0010652015473454055	0.0009187160383171811	0.00030187806695270147	0.0009595622321492249	0.00046640431423990674	0.0016796457474423576	0.00011710973181871414	0.0004786788463839802
up	0.0007187426794727091	0.0009717314487632509	0.0009250434490104838	0.0007282505181782533	0.000545949695552758	0.0006289022737734785	0.0009619588981198076	0.0006348900193681639	0.0009076004215950345	0.0007180182695759703
p 	0.0006601784611453031	0.0007950530035335689	0.000626039505895984	0.00034731947790039776	0.0001734193150579349	0.0005835175736042584	0.0	0.0007554387572228786	0.0006733809579576063	0.0013762016833539432
nd	0.0032849202461826777	0.002243816254416961	0.002429407037805311	0.0031482830093552184	0.0031665082342059963	0.0036372595421332106	0.002740125346159452	0.002483303999807122	0.0024983409454659017	0.004507559136782481
dr	0.0013735971207700663	0.001342756183745583	0.0013828932369045618	0.0013220547868466753	0.0013231251445160958	0.0012189033759733398	0.0011368605159597727	0.0015430238445403477	0.0013467619159152125	0.0013363117794886114
hr	0.0010861000489809827	0.001607773851590106	0.0010371699276784212	0.0008514929135622655	0.00016699637746319656	0.0013096727763117798	0.0012534615945197494	0.0005947071067499256	0.00024397860795565446	9.972475966332921e-05
ap	0.0029228868965223503	0.0017844522968197879	0.002027620489245202	0.002946613635090471	0.002068185905505742	0.0030407749113377466	0.003119078851479376	0.002234169941574045	0.0017859234102353906	0.002034385097131916
po	0.003737461933258087	0.004151943462897527	0.0048027508362766536	0.004128620245364405	0.004508902191506308	0.0034233030984783157	0.0031773793907593647	0.004862132426806825	0.004830776437521958	0.003171247357293869
ot	0.0035724173179717614	0.004169611307420495	0.004045897105268076	0.0035180101955072543	0.004072142435064101	0.0038382489285968997	0.0023320215711995335	0.003945962019110993	0.004333060077292423	0.0035302564920818543
lk	0.00021828481376578573	0.0006183745583038869	0.0007381659845639214	0.00010083468713237353	9.634406392107495e-05	0.0005251658162438326	5.830053927998834e-05	0.0008036582523647645	0.0006245852363664754	0.0009773026447006262
hi	0.0034606129011648954	0.0028621908127208482	0.0017753359122423427	0.0036132429555767185	0.0024856768491637337	0.004052205372251794	0.0033231307389593352	0.00238686500952335	0.0008002498340945466	0.001136862260161953
yx	0.00011180441680686585	0.00021201413427561838	0.0001495019715572499	0.00010643661419528318	8.992112632633661e-05	0.00013615410050766028	2.915026963999417e-05	8.840240776012409e-05	1.9518288636452357e-05	3.9889903865331685e-05
x 	0.000771982877952169	0.0003180212014134276	0.0003830988021154529	0.0009075121841913618	0.0003468386301158698	0.0005316493448394355	0.00209881941407958	0.00023306089318578168	0.00030253347386501153	0.0002792293270573218
 j	0.0008411951359754669	0.0008303886925795053	0.0012614228850142961	0.000873900621813904	0.00032114687973691647	0.0010243975181052536	0.00014575134819997084	0.0013903287765910425	0.00120037475114182	0.0012365870198252822
ub	0.000825223076431629	0.0010070671378091872	0.0007568537310085777	0.0007114447369895244	0.000680831385042263	0.0007974740172591531	0.001224311324879755	0.0006268534368445162	0.0009759144318226178	0.0007977980773066337
cn	1.597205954383798e-05	0.0003180212014134276	0.0009063557025658276	1.1203854125819282e-05	0.0001541505022737199	0.0	0.0	3.214633009459058e-05	0.0006928992465940586	0.0
yt	0.0007400387588644931	0.0011307420494699647	0.0011119209134570463	0.000733852445241163	0.0002826092541684865	0.0008882434175975933	0.0005538551231598892	0.0017760847377261294	0.0001854237420462974	0.0008576329331046312
cs	0.0007187426794727091	1.76678445229682e-05	3.7375492889312474e-05	5.601927062909641e-05	3.2114687973691644e-05	3.2417642978014356e-05	2.915026963999417e-05	3.214633009459058e-05	1.9518288636452357e-05	3.9889903865331685e-05
cq	1.597205954383798e-05	0.0	0.0	1.6805781188728924e-05	0.00014772756467898158	0.0	0.0	0.0	0.0	0.0
qu	0.0012298485848755245	3.53356890459364e-05	0.00014015809833492178	0.006134110133886057	0.001130437016673946	0.0007780234314723445	0.0013409124034397318	0.00019287798056754347	9.759144318226178e-06	0.00019944951932665843
ui	0.0006921225802329792	0.00021201413427561838	0.00022425295733587486	0.0011427931208335667	0.0006744084474475246	0.0005057152304570239	0.00104940970703979	0.00019287798056754347	0.00030253347386501153	0.0003191192309226535
ag	0.002528909427774347	0.0015547703180212014	0.0017473042925753583	0.0027281384796369952	0.0030380494823112297	0.002606378495432354	0.0026818248068794636	0.0021618406988612162	0.001912792286372331	0.002393394231919901
ym	0.0007240666993206551	0.00038869257950530035	0.000859636336454187	0.0007114447369895244	0.00011561287670528993	0.0007845069600679474	0.0006996064713598601	0.001084938640692432	5.855486590935707e-05	0.0009773026447006262
mb	0.0011872564260919565	0.0005830388692579506	0.0008035730971202183	0.001310850932720856	0.001130437016673946	0.0010179139895096507	0.0009619588981198076	0.0011170849707870226	0.0008002498340945466	0.0008775778850372971
oi	0.0012245245650275784	0.00047703180212014135	0.0007288221113415933	0.002016693742647471	0.0011047452662949926	0.0010114304609140478	0.00032065296603993586	0.0006188168543208686	0.0008002498340945466	0.0005584586541146436
yc	0.0011925804459399026	0.0007773851590106007	0.0009811066883444524	0.0011259873396448378	0.0004624515068211597	0.001004946932318445	0.0007870572802798426	0.003045864776462457	9.759144318226178e-05	3.9889903865331685e-05
va	0.0014268373192495261	0.004858657243816254	0.004886845695277606	0.0015405299423001512	0.0017406160881740873	0.0011346175042305025	0.001719865908759656	0.00018484139804389582	0.00492836788070422	0.002313614424189238
ts	0.0003141171710288136	0.006378091872791519	0.0003176916895591561	0.0003753291132149459	0.00013488168948950493	0.00047978111607461247	0.00011660107855997668	0.00016073165047295288	0.0029667798727407583	0.0008975228369699629
u 	0.00042059756798773344	0.0005830388692579506	0.00043916204144942163	0.0010643661419528318	0.00037895331808956143	0.0005316493448394355	0.00032065296603993586	0.00046612178637156336	0.0005757895147753445	0.0004986237983166461
pu	0.0010861000489809827	0.0007773851590106007	0.0009063557025658276	0.0009299198924430004	0.0009955553271844412	0.001108683389848091	0.0023028713015595392	0.0009643899028377173	0.0008588047000039037	0.0010570824524312897
un	0.0019698873437400174	0.0012897526501766785	0.0016818971800190614	0.0013836759845386813	0.0015222362099529842	0.003416819569882713	0.0026526745372394693	0.0013903287765910425	0.0013955576375063435	0.0024931189915832304
a.	5.324019847945993e-06	0.0	0.0	0.0	6.4229375947383296e-06	1.2967057191205742e-05	0.00014575134819997084	8.036582523647644e-06	0.0	0.0
.d	5.324019847945993e-06	0.0	0.0	0.0	0.0	6.483528595602871e-06	0.0	0.0	0.0	0.0
d.	5.324019847945993e-06	0.0	0.0	0.0	0.0	6.483528595602871e-06	2.915026963999417e-05	8.036582523647644e-06	0.0	1.9944951932665843e-05
. 	5.324019847945993e-05	3.53356890459364e-05	0.0	1.6805781188728924e-05	5.1383500757906636e-05	8.428587174283732e-05	0.0005538551231598892	4.821949514188587e-05	1.9518288636452357e-05	9.972475966332921e-05
i 	0.0014108652597056882	0.014752650176678445	0.007979667731868215	0.0015965492129292476	0.004727282069727411	0.0015171456913710718	0.0013992129427197202	0.0029494257861786854	0.006236093219346528	0.007599026686345686
nf	0.0004525416870754094	0.00042402826855123676	0.00043916204144942163	0.0005209792168505966	0.0006166020090948796	0.0005705505164130527	0.0005830053927998834	0.0003455730485168487	0.0004586797829566304	0.0006781283657106386
fi	0.0013629490810741743	0.0024558303886925794	0.0023266244323597017	0.0013164528597837655	0.002826092541684865	0.0015884645059227034	0.001690715639119662	0.0029172794560840946	0.002586173244329937	0.002911962982169213
dd	0.00014907255574248782	5.3003533568904595e-05	9.343873222328119e-05	8.402890594364461e-05	0.0001734193150579349	0.00012318704331645453	5.830053927998834e-05	8.036582523647644e-05	4.879572159113089e-05	0.00045873389445131435
lg	0.00033008923057265157	0.00012367491166077738	0.0003363794360038123	0.00033611562377457843	0.0003339927549263931	0.00040846230152298085	0.00032065296603993586	0.00033753646599320105	0.000273256040910333	0.00039889903865331685
yo	0.0004578657069233554	1.76678445229682e-05	0.00039244267533778104	0.0004817657274102291	0.00019911106543688822	0.00044087994450099524	0.0002040518874799592	0.00016876823299660052	0.0	0.000378954086720651
sp	0.0020178035223715313	0.0012190812720848058	0.0014763319691278429	0.001669374264747073	0.0017341931505793489	0.0019774762216588754	0.0013992129427197202	0.0015189140969694046	0.0015517039465979623	0.002273724520323906
tp	5.324019847945993e-05	1.76678445229682e-05	9.343873222328119e-06	2.2407708251638565e-05	1.2845875189476659e-05	7.131881455163159e-05	2.915026963999417e-05	2.4109747570942933e-05	3.9036577272904714e-05	1.9944951932665843e-05
